name,set_name
Scizor-GX,"Celestial Storm"
Scizor-GX,"Celestial Storm"
Scolipede,"Emerging Powers"
Scolipede,XY
Scolipede,"Black & White"
Scolipede,"Burning Shadows"
Scolipede,"Boundaries Crossed"
Scolipede,"Chilling Reign"
Scorbunny,"SWSH Black Star Promos"
Scorbunny,"Sword & Shield"
Scorbunny,"Sword & Shield"
Scorbunny,"SWSH Black Star Promos"
Scorbunny,"Shiny Vault"
Scorbunny,"Chilling Reign"
Scorbunny,"McDonald's Collection 2021"
Scorbunny,"SWSH Black Star Promos"
"Scorbunny on the Ball","Pokémon Futsal Collection"
Scrafty,"Champion's Path"
Scrafty,Flashfire
Scrafty,"Shining Legends"
Scrafty,"Next Destinies"
Scrafty,"Black & White"
Scrafty,"Dark Explorers"
Scrafty,"Furious Fists"
Scrafty,"Plasma Storm"
Scrafty,"Unified Minds"
Scrafty,"Evolving Skies"
Scraggy,"McDonald's Collection 2016"
Scraggy,"McDonald's Collection 2012"
Scraggy,"BW Black Star Promos"
Scraggy,"Champion's Path"
Scraggy,Flashfire
Scraggy,"Shining Legends"
Scraggy,"Next Destinies"
Scraggy,"Black & White"
Scraggy,"Dark Explorers"
Scraggy,"Furious Fists"
Scraggy,"Plasma Storm"
Scraggy,"Unified Minds"
Scraggy,"Evolving Skies"
Scyther,"Lost Thunder"
Scyther,"Hidden Fates"
Scyther,"Dark Explorers"
Scyther,"Boundaries Crossed"
Scyther,"Shiny Vault"
Scyther,"Celestial Storm"
Scyther,"Rebel Clash"
Scyther,"Base Set 2"
Scyther,Jungle
Scyther,"FireRed & LeafGreen"
Scyther,Jungle
Scyther,"HS—Undaunted"
Scyther,"Unseen Forces"
Scyther,"Wizards Black Star Promos"
Scyther,"Majestic Dawn"
Scyther,"Neo Discovery"
Scyther,"Neo Destiny"
Scyther,Stormfront
Scyther,"HS—Undaunted"
Scyther,Aquapolis
Scyther,Platinum
Scyther,Aquapolis
Scyther,"Astral Radiance"
Scyther,"Astral Radiance"
"Scyther ex","Ruby & Sapphire"
Seadra,"Dragon Majesty"
Seadra,"Plasma Freeze"
Seadra,"Primal Clash"
Seadra,"Burning Shadows"
Seadra,Dragon
Seadra,Fossil
Seadra,"HS—Unleashed"
Seadra,Dragon
Seadra,"Team Rocket Returns"
Seadra,"Neo Genesis"
Seadra,"Legendary Collection"
Seadra,"Legends Awakened"
Seadra,Aquapolis
Seadra,"Battle Styles"
Seadra,"Lost Origin"
"Seadra δ","Dragon Frontiers"
"Seadra δ","Dragon Frontiers"
"Seadra δ","Holon Phantoms"
Seaking,Deoxys
Seaking,"Ruby & Sapphire"
Seaking,BREAKthrough
Seaking,"Neo Revelation"
Seaking,"Sword & Shield"
Seaking,"Supreme Victors"
Seaking,Jungle
Seaking,"Unbroken Bonds"
Seaking,"Base Set 2"
Seaking,"Diamond & Pearl"
Seaking,Aquapolis
Sealeo,Flashfire
Sealeo,"Dragons Exalted"
Sealeo,"Legend Maker"
Sealeo,"Power Keepers"
Sealeo,"Primal Clash"
Sealeo,"Cosmic Eclipse"
Sealeo,"Hidden Legends"
Sealeo,"Mysterious Treasures"
Sealeo,"Rising Rivals"
Sealeo,"Chilling Reign"
Seedot,"Next Destinies"
Seedot,Flashfire
Seedot,"Steam Siege"
Seedot,BREAKpoint
Seedot,"Vivid Voltage"
Seedot,"Celestial Storm"
Seedot,"Celestial Storm"
Seedot,"Legend Maker"
Seedot,"Crystal Guardians"
Seedot,"Power Keepers"
Seedot,Deoxys
Seedot,"Hidden Legends"
Seedot,"Rising Rivals"
Seedot,Sandstorm
Seedot,Sandstorm
Seedot,"Diamond & Pearl"
Seedot,"Evolving Skies"
Seedot,"Lost Origin"
Seel,"Fates Collide"
Seel,Evolutions
Seel,Base
Seel,"Unbroken Bonds"
Seel,"Base Set 2"
Seel,"Neo Destiny"
Seel,"FireRed & LeafGreen"
Seel,"Legendary Collection"
Seel,"Mysterious Treasures"
Seel,"Supreme Victors"
Seel,Skyridge
Seel,Skyridge
Seel,"Lost Origin"
"Seel δ","Dragon Frontiers"
Seismitoad,"Noble Victories"
Seismitoad,"Plasma Freeze"
Seismitoad,"Dragons Exalted"
Seismitoad,"Legendary Treasures"
Seismitoad,BREAKpoint
Seismitoad,"Rebel Clash"
Seismitoad,"Cosmic Eclipse"
Seismitoad,"Evolving Skies"
Seismitoad-EX,"Furious Fists"
Seismitoad-EX,"Furious Fists"
Sentret,"POP Series 7"
Sentret,"Legend Maker"
Sentret,"Neo Discovery"
Sentret,Flashfire
Sentret,"HeartGold & SoulSilver"
Sentret,"Team Rocket Returns"
Sentret,"Neo Genesis"
Sentret,"Secret Wonders"
Sentret,Aquapolis
Sentret,"Darkness Ablaze"
Serperior,"Black & White"
Serperior,"Black & White"
Serperior,"Legendary Treasures"
Serperior,"Fates Collide"
Serperior,"Boundaries Crossed"
Serperior,"BW Black Star Promos"
Serperior,"Legendary Treasures"
Serperior,"Dragons Exalted"
"Serperior V","Silver Tempest"
"Serperior V","Silver Tempest"
"Serperior V","Silver Tempest Trainer Gallery"
"Serperior VSTAR","Silver Tempest"
"Serperior VSTAR","Silver Tempest"
"Serperior VSTAR","Silver Tempest"
Servine,"Black & White"
Servine,"Black & White"
Servine,"Legendary Treasures"
Servine,"Fates Collide"
Servine,"Boundaries Crossed"
Servine,"McDonald's Collection 2012"
Servine,"Legendary Treasures"
Seviper,Sandstorm
Seviper,Emerald
Seviper,"Shiny Vault"
Seviper,"Power Keepers"
Seviper,"Holon Phantoms"
Seviper,"Call of Legends"
Seviper,"Burning Shadows"
Seviper,"SM Black Star Promos"
Seviper,"Great Encounters"
Seviper,Platinum
Seviper,"Chilling Reign"
Seviper,"Lost Origin"
Sewaddle,"Phantom Forces"
Sewaddle,"Emerging Powers"
Sewaddle,"Legendary Treasures"
Sewaddle,"Emerging Powers"
Sewaddle,"Legendary Treasures"
Sewaddle,"Noble Victories"
Sewaddle,"Plasma Storm"
Sewaddle,"Unified Minds"
Sewaddle,"Unified Minds"
Sewaddle,"Fusion Strike"
"Shadow Rider Calyrex V","Chilling Reign"
"Shadow Rider Calyrex V","Chilling Reign"
"Shadow Rider Calyrex V","Chilling Reign"
"Shadow Rider Calyrex V","SWSH Black Star Promos"
"Shadow Rider Calyrex V","Astral Radiance Trainer Gallery"
"Shadow Rider Calyrex VMAX","Chilling Reign"
"Shadow Rider Calyrex VMAX","Chilling Reign"
"Shadow Rider Calyrex VMAX","Chilling Reign"
"Shadow Rider Calyrex VMAX","Astral Radiance Trainer Gallery"
"Shadow Rider Calyrex VMAX","Astral Radiance Trainer Gallery"
Sharpedo,"Champion's Path"
Sharpedo,"HS—Triumphant"
Sharpedo,"Guardians Rising"
Sharpedo,"Ruby & Sapphire"
Sharpedo,"Secret Wonders"
Sharpedo,"Plasma Storm"
Sharpedo,"Power Keepers"
Sharpedo,"Rising Rivals"
Sharpedo,"Sun & Moon"
Sharpedo,"Unbroken Bonds"
Sharpedo,"Evolving Skies"
Sharpedo,"Fusion Strike"
"Sharpedo ex",Deoxys
"Sharpedo δ","Holon Phantoms"
Sharpedo-EX,"Primal Clash"
Sharpedo-EX,"Primal Clash"
Shaymin,"HS—Unleashed"
Shaymin,Platinum
Shaymin,"Boundaries Crossed"
Shaymin,Platinum
Shaymin,"Ultra Prism"
Shaymin,"Shining Legends"
Shaymin,"Vivid Voltage"
Shaymin,"Lost Thunder"
Shaymin,Platinum
Shaymin,"Ultra Prism"
Shaymin,"XY Black Star Promos"
Shaymin,"XY Black Star Promos"
Shaymin,"Chilling Reign"
Shaymin,"Astral Radiance"
"Shaymin LV.X","DP Black Star Promos"
"Shaymin LV.X",Platinum
"Shaymin LV.X",Platinum
"Shaymin V","Brilliant Stars"
"Shaymin V","Brilliant Stars"
"Shaymin VSTAR","Brilliant Stars"
"Shaymin VSTAR","Brilliant Stars"
"Shaymin ◇","Team Up"
Shaymin-EX,"Next Destinies"
Shaymin-EX,"Roaring Skies"
Shaymin-EX,"Roaring Skies"
Shaymin-EX,"Next Destinies"
Shaymin-EX,"Roaring Skies"
Shaymin-EX,"Legendary Treasures"
Shaymin-EX,"XY Black Star Promos"
Shedinja,Dragon
Shedinja,"Roaring Skies"
Shedinja,Deoxys
Shedinja,"Legends Awakened"
Shedinja,"Dragons Exalted"
Shedinja,"Supreme Victors"
Shedinja,"Vivid Voltage"
Shedinja,"Lost Thunder"
Shelgon,"Dragon Vault"
Shelgon,Dragon
Shelgon,Dragon
Shelgon,Dragon
Shelgon,"Dragon Majesty"
Shelgon,Deoxys
Shelgon,Arceus
Shelgon,"Power Keepers"
Shelgon,Stormfront
Shelgon,"Roaring Skies"
Shelgon,"Plasma Blast"
Shelgon,"Secret Wonders"
Shelgon,"Celestial Storm"
Shelgon,"Evolving Skies"
"Shelgon δ","Dragon Frontiers"
"Shelgon δ","Delta Species"
"Shelgon δ","Delta Species"
Shellder,BREAKpoint
Shellder,XY
Shellder,Generations
Shellder,BREAKpoint
Shellder,"Sun & Moon"
Shellder,"Sword & Shield"
Shellder,Fossil
Shellder,"FireRed & LeafGreen"
Shellder,"Secret Wonders"
Shellder,"Expedition Base Set"
Shellder,"Fusion Strike"
"Shellder δ","Dragon Frontiers"
Shellos,"Steam Siege"
Shellos,"Crimson Invasion"
Shellos,"Lost Origin"
"Shellos East Sea","Majestic Dawn"
"Shellos East Sea","Rising Rivals"
"Shellos East Sea","Secret Wonders"
"Shellos West Sea","Rising Rivals"
"Shellos West Sea","Secret Wonders"
Shelmet,"Plasma Blast"
Shelmet,"Dark Explorers"
Shelmet,"Crimson Invasion"
Shelmet,"Darkness Ablaze"
Shelmet,"Furious Fists"
Shelmet,"Noble Victories"
Shelmet,"Fusion Strike"
Shieldon,"DP Black Star Promos"
Shieldon,Platinum
Shieldon,"Steam Siege"
Shieldon,"Mysterious Treasures"
Shieldon,"Ultra Prism"
Shieldon,"Astral Radiance"
Shiftry,Flashfire
Shiftry,"Steam Siege"
Shiftry,"Legend Maker"
Shiftry,"Diamond & Pearl"
Shiftry,"Vivid Voltage"
Shiftry,"Rising Rivals"
Shiftry,Sandstorm
Shiftry,"Hidden Legends"
Shiftry,Deoxys
Shiftry,Sandstorm
Shiftry,"XY Black Star Promos"
Shiftry,"Next Destinies"
Shiftry,BREAKpoint
Shiftry,"Evolving Skies"
Shiftry,"Lost Origin"
"Shiftry ex","Crystal Guardians"
"Shiftry ex","Power Keepers"
Shiftry-GX,"Celestial Storm"
Shiftry-GX,"Celestial Storm"
Shiftry-GX,"Celestial Storm"
Shiinotic,"SM Black Star Promos"
Shiinotic,"Sun & Moon"
Shiinotic,"Darkness Ablaze"
Shiinotic,"Ultra Prism"
Shiinotic,"Burning Shadows"
Shiinotic,"Lost Thunder"
"Shining Arceus","Shining Legends"
"Shining Celebi","SM Black Star Promos"
"Shining Celebi","Neo Destiny"
"Shining Charizard","Neo Destiny"
"Shining Genesect","Shining Legends"
"Shining Gyarados","Neo Revelation"
"Shining Ho-Oh","SM Black Star Promos"
"Shining Jirachi","Shining Legends"
"Shining Kabutops","Neo Destiny"
"Shining Lugia","SM Black Star Promos"
"Shining Magikarp","Neo Revelation"
"Shining Magikarp","Celebrations: Classic Collection"
"Shining Mew","Shining Legends"
"Shining Mewtwo","Neo Destiny"
"Shining Noctowl","Neo Destiny"
"Shining Raichu","Neo Destiny"
"Shining Rayquaza","Shining Legends"
"Shining Steelix","Neo Destiny"
"Shining Tyranitar","Neo Destiny"
"Shining Volcanion","Shining Legends"
Shinx,"DP Black Star Promos"
Shinx,Flashfire
Shinx,"Next Destinies"
Shinx,"Next Destinies"
Shinx,"Ultra Prism"
Shinx,"Ultra Prism"
Shinx,BREAKpoint
Shinx,"Rebel Clash"
Shinx,Arceus
Shinx,"Diamond & Pearl"
Shinx,Arceus
Shinx,"Mysterious Treasures"
Shinx,"Legends Awakened"
Shinx,"Supreme Victors"
Shinx,"Shining Fates"
Shinx,"Battle Styles"
Shinx,"Fusion Strike"
Shinx,"Brilliant Stars"
Shroomish,"Unified Minds"
Shroomish,"Shining Legends"
Shroomish,"Primal Clash"
Shroomish,"Furious Fists"
Shroomish,Emerald
Shroomish,Deoxys
Shroomish,"Ruby & Sapphire"
Shroomish,Sandstorm
Shroomish,Generations
Shroomish,"Secret Wonders"
Shroomish,"Supreme Victors"
Shroomish,"Fusion Strike"
Shroomish,"Brilliant Stars"
Shuckle,"Fates Collide"
Shuckle,"Legendary Treasures"
Shuckle,"HeartGold & SoulSilver"
Shuckle,"Rebel Clash"
Shuckle,"Lost Thunder"
Shuckle,"HGSS Black Star Promos"
Shuckle,"Unseen Forces"
Shuckle,"Neo Revelation"
Shuckle,"Neo Genesis"
Shuckle,"Vivid Voltage"
Shuckle,"Secret Wonders"
Shuckle,Skyridge
Shuckle-GX,"Lost Thunder"
Shuckle-GX,"Lost Thunder"
Shuckle-GX,"Lost Thunder"
Shuppet,"Shiny Vault"
Shuppet,"Roaring Skies"
Shuppet,"Crystal Guardians"
Shuppet,Dragon
Shuppet,"Legend Maker"
Shuppet,"Celestial Storm"
Shuppet,"Celestial Storm"
Shuppet,"Power Keepers"
Shuppet,"Vivid Voltage"
Shuppet,"HS—Triumphant"
Shuppet,"Hidden Legends"
Shuppet,Platinum
Shuppet,"Secret Wonders"
Shuppet,"Chilling Reign"
Shuppet,"Lost Origin"
Sigilyph,"Plasma Blast"
Sigilyph,"Emerging Powers"
Sigilyph,"Emerging Powers"
Sigilyph,"Dragons Exalted"
Sigilyph,BREAKpoint
Sigilyph,"Legendary Treasures"
Sigilyph,"Rebel Clash"
Sigilyph,"Plasma Freeze"
Sigilyph,"Fusion Strike"
Sigilyph,"Brilliant Stars"
Sigilyph,"Silver Tempest"
Sigilyph-GX,"Lost Thunder"
Sigilyph-GX,"Lost Thunder"
Sigilyph-GX,"Lost Thunder"
Silcoon,"Dragons Exalted"
Silcoon,"Roaring Skies"
Silcoon,"Lost Thunder"
Silcoon,Deoxys
Silcoon,"Ruby & Sapphire"
Silcoon,"Diamond & Pearl"
Silcoon,Platinum
Silcoon,"Lost Origin"
Silicobra,"Sword & Shield"
Silicobra,"Sword & Shield"
Silicobra,"Shiny Vault"
Silicobra,"Battle Styles"
Silvally,"SM Black Star Promos"
Silvally,"Unified Minds"
Silvally-GX,"Shiny Vault"
Silvally-GX,"SM Black Star Promos"
Silvally-GX,"Crimson Invasion"
Silvally-GX,"Ultra Prism"
Silvally-GX,"Crimson Invasion"
Silvally-GX,"Crimson Invasion"
Silvally-GX,"Cosmic Eclipse"
Silvally-GX,"Cosmic Eclipse"
Silvally-GX,"Cosmic Eclipse"
Simipour,"Next Destinies"
Simipour,"Emerging Powers"
Simipour,"Black & White"
Simipour,XY
Simipour,"Burning Shadows"
Simipour,"Darkness Ablaze"
Simipour,BREAKthrough
Simipour,"Fusion Strike"
Simisage,"Next Destinies"
Simisage,"Emerging Powers"
Simisage,BREAKthrough
Simisage,"Black & White"
Simisage,XY
Simisage,"Darkness Ablaze"
Simisage,"Burning Shadows"
Simisage,"Fusion Strike"
Simisear,"Next Destinies"
Simisear,"Plasma Storm"
Simisear,"Noble Victories"
Simisear,XY
Simisear,"Black & White"
Simisear,"Burning Shadows"
Simisear,"Emerging Powers"
Simisear,BREAKthrough
Simisear,"Darkness Ablaze"
Simisear,"Fusion Strike"
"Simisear V","Brilliant Stars"
"Single Strike Urshifu","Chilling Reign"
"Single Strike Urshifu V","Battle Styles"
"Single Strike Urshifu V","Battle Styles"
"Single Strike Urshifu V","Battle Styles"
"Single Strike Urshifu V","SWSH Black Star Promos"
"Single Strike Urshifu V","Brilliant Stars Trainer Gallery"
"Single Strike Urshifu VMAX","Battle Styles"
"Single Strike Urshifu VMAX","Battle Styles"
"Single Strike Urshifu VMAX","Battle Styles"
"Single Strike Urshifu VMAX","Brilliant Stars Trainer Gallery"
"Single Strike Urshifu VMAX","Brilliant Stars Trainer Gallery"
Sinistea,"Sword & Shield"
Sinistea,"Darkness Ablaze"
Sinistea,"Shiny Vault"
Sizzlipede,"Champion's Path"
Sizzlipede,"Sword & Shield"
Sizzlipede,"Sword & Shield"
Sizzlipede,"Shiny Vault"
Sizzlipede,"Battle Styles"
Sizzlipede,"Fusion Strike"
Sizzlipede,"Fusion Strike"
Skarmory,"Neo Genesis"
Skarmory,Dragon
Skarmory,"HS—Undaunted"
Skarmory,Deoxys
Skarmory,"Neo Revelation"
Skarmory,"Call of Legends"
Skarmory,"Expedition Base Set"
Skarmory,"Delta Species"
Skarmory,Stormfront
Skarmory,"Great Encounters"
Skarmory,"Phantom Forces"
Skarmory,"Expedition Base Set"
Skarmory,"Roaring Skies"
Skarmory,"Sun & Moon"
Skarmory,"Plasma Storm"
Skarmory,"Boundaries Crossed"
Skarmory,"Boundaries Crossed"
Skarmory,"Team Up"
Skarmory,"Darkness Ablaze"
Skarmory,Skyridge
Skarmory,"Fusion Strike"
"Skarmory FB","Supreme Victors"
"Skarmory ex","Power Keepers"
Skarmory-EX,XY
Skarmory-EX,XY
Skiddo,"Forbidden Light"
Skiddo,"Crimson Invasion"
Skiddo,XY
Skiddo,"XY Black Star Promos"
Skiddo,"Vivid Voltage"
Skiddo,BREAKthrough
Skiddo,"Lost Thunder"
Skiploom,"Dragons Exalted"
Skiploom,"Steam Siege"
Skiploom,"Lost Thunder"
Skiploom,"HeartGold & SoulSilver"
Skiploom,"Team Rocket Returns"
Skiploom,"Neo Genesis"
Skiploom,"Neo Revelation"
Skiploom,"Secret Wonders"
Skiploom,Aquapolis
Skiploom,"Evolving Skies"
Skitty,"Kalos Starter Set"
Skitty,"Crystal Guardians"
Skitty,"Ruby & Sapphire"
Skitty,"Legend Maker"
Skitty,"Power Keepers"
Skitty,"Ruby & Sapphire"
Skitty,"Ruby & Sapphire"
Skitty,Sandstorm
Skitty,Platinum
Skitty,XY
Skitty,"Primal Clash"
Skitty,"Boundaries Crossed"
Skitty,"Plasma Storm"
Skitty,"Legends Awakened"
Skitty,"Celestial Storm"
Skitty,"Darkness Ablaze"
Skitty,"McDonald's Collection 2015"
Skitty,"Fusion Strike"
Skitty,"EX Trainer Kit Latias"
Skorupi,"Furious Fists"
Skorupi,"Ultra Prism"
Skorupi,BREAKpoint
Skorupi,"HS—Triumphant"
Skorupi,Stormfront
Skorupi,"Unified Minds"
Skorupi,"Diamond & Pearl"
Skorupi,"Sword & Shield"
Skorupi,"Supreme Victors"
Skrelp,Flashfire
Skrelp,"Forbidden Light"
Skrelp,BREAKpoint
Skrelp,"Cosmic Eclipse"
Skuntank,"Pokémon Rumble"
Skuntank,"Diamond & Pearl"
Skuntank,Stormfront
Skuntank,"HS—Undaunted"
Skuntank,Flashfire
Skuntank,"Ultra Prism"
Skuntank,"Dragons Exalted"
Skuntank,"Rebel Clash"
"Skuntank G",Platinum
"Skuntank V","Silver Tempest"
"Skuntank V","Silver Tempest"
"Skuntank V","Silver Tempest"
Skwovet,"Rebel Clash"
Skwovet,"Darkness Ablaze"
Skwovet,"Shiny Vault"
Skwovet,"Chilling Reign"
Skwovet,"Lost Origin"
Slaking,Platinum
Slaking,"Detective Pikachu"
Slaking,Deoxys
Slaking,"Ruby & Sapphire"
Slaking,"Power Keepers"
Slaking,"Mysterious Treasures"
Slaking,"Furious Fists"
Slaking,"Dragons Exalted"
Slaking,"Celestial Storm"
Slaking,"Unified Minds"
Slaking,"Evolving Skies"
"Slaking V","Pokémon GO"
"Slaking V","Pokémon GO"
Slakoth,"Ruby & Sapphire"
Slakoth,"Power Keepers"
Slakoth,Deoxys
Slakoth,Sandstorm
Slakoth,"Furious Fists"
Slakoth,Platinum
Slakoth,"Dragons Exalted"
Slakoth,"Mysterious Treasures"
Slakoth,"Celestial Storm"
Slakoth,"Unified Minds"
Slakoth,"Unified Minds"
Slakoth,"Evolving Skies"
Sliggoo,"Ancient Origins"
Sliggoo,Flashfire
Sliggoo,"Phantom Forces"
Sliggoo,"Guardians Rising"
Sliggoo,"Forbidden Light"
Sliggoo,"Fusion Strike"
Slowbro,"Unseen Forces"
Slowbro,"FireRed & LeafGreen"
Slowbro,BREAKpoint
Slowbro,"Dark Explorers"
Slowbro,"HS—Undaunted"
Slowbro,Fossil
Slowbro,"HeartGold & SoulSilver"
Slowbro,"Guardians Rising"
Slowbro,"Unbroken Bonds"
Slowbro,Aquapolis
Slowbro,"Great Encounters"
Slowbro,"Pokémon GO"
Slowbro-EX,Evolutions
Slowking,"HeartGold & SoulSilver"
Slowking,"Southern Islands"
Slowking,"Unseen Forces"
Slowking,Aquapolis
Slowking,"Neo Genesis"
Slowking,"Delta Species"
Slowking,BREAKpoint
Slowking,"Call of Legends"
Slowking,"Great Encounters"
Slowking,"Burning Shadows"
Slowking,"Dark Explorers"
Slowking,"Lost Thunder"
Slowking,Aquapolis
Slowking,"HS—Undaunted"
Slowpoke,"Hidden Fates"
Slowpoke,BREAKpoint
Slowpoke,"Dark Explorers"
Slowpoke,"Team Magma vs Team Aqua"
Slowpoke,Generations
Slowpoke,"Guardians Rising"
Slowpoke,"Unbroken Bonds"
Slowpoke,Fossil
Slowpoke,"Lost Thunder"
Slowpoke,"HS—Undaunted"
Slowpoke,"Call of Legends"
Slowpoke,"Unseen Forces"
Slowpoke,"Team Rocket"
Slowpoke,"HeartGold & SoulSilver"
Slowpoke,"Team Rocket Returns"
Slowpoke,"Neo Genesis"
Slowpoke,"FireRed & LeafGreen"
Slowpoke,"Delta Species"
Slowpoke,"Great Encounters"
Slowpoke,"Legendary Collection"
Slowpoke,Aquapolis
Slowpoke,"McDonald's Collection 2018"
Slowpoke,"Pokémon GO"
"Slowpoke & Psyduck-GX","Unified Minds"
"Slowpoke & Psyduck-GX","Unified Minds"
"Slowpoke & Psyduck-GX","Unified Minds"
"Slowpoke & Psyduck-GX","Unified Minds"
Slugma,"Kalos Starter Set"
Slugma,XY
Slugma,"Primal Clash"
Slugma,"Cosmic Eclipse"
Slugma,"Celestial Storm"
Slugma,"Vivid Voltage"
Slugma,"Lost Thunder"
Slugma,"Neo Revelation"
Slugma,"HS—Undaunted"
Slugma,Dragon
Slugma,"Unseen Forces"
Slugma,Deoxys
Slugma,Deoxys
Slugma,"Team Rocket Returns"
Slugma,"Neo Destiny"
Slugma,"Great Encounters"
Slugma,Skyridge
Slugma,Skyridge
Slugma,"Fusion Strike"
Slugma,"Lost Origin"
Slurpuff,"XY Black Star Promos"
Slurpuff,"Phantom Forces"
Slurpuff,XY
Slurpuff,Generations
Slurpuff,"Cosmic Eclipse"
Slurpuff,"Chilling Reign"
Slurpuff,"Silver Tempest"
Smeargle,"HS—Undaunted"
Smeargle,"Neo Discovery"
Smeargle,"Call of Legends"
Smeargle,"Wizards Black Star Promos"
Smeargle,"Neo Discovery"
Smeargle,"Unseen Forces"
Smeargle,"Secret Wonders"
Smeargle,BREAKthrough
Smeargle,Aquapolis
Smeargle,"Lost Thunder"
Smeargle,"Evolving Skies"
Smeargle,"Fusion Strike"
Smeargle,"Silver Tempest"
Smeargle,"Silver Tempest Trainer Gallery"
Smeargle,"McDonald's Collection 2022"
"Smeargle δ","Dragon Frontiers"
Smoochum,"HGSS Black Star Promos"
Smoochum,"HeartGold & SoulSilver"
Smoochum,"Unseen Forces"
Smoochum,"Neo Revelation"
Smoochum,"Secret Wonders"
Smoochum,Aquapolis
"Smoochum δ","Dragon Frontiers"
Sneasel,"Neo Revelation"
Sneasel,"Neo Genesis"
Sneasel,"Cosmic Eclipse"
Sneasel,Flashfire
Sneasel,Flashfire
Sneasel,"Steam Siege"
Sneasel,"Plasma Freeze"
Sneasel,"Next Destinies"
Sneasel,"HS—Undaunted"
Sneasel,"Ultra Prism"
Sneasel,"Celestial Storm"
Sneasel,"Burning Shadows"
Sneasel,"Diamond & Pearl"
Sneasel,"Legends Awakened"
Sneasel,Aquapolis
Sneasel,"Unified Minds"
Sneasel,"Chilling Reign"
Sneasel,"Brilliant Stars"
"Sneasel ex","Ruby & Sapphire"
Snivy,"Black & White"
Snivy,"Black & White"
Snivy,"Legendary Treasures"
Snivy,"Fates Collide"
Snivy,"BW Black Star Promos"
Snivy,"Boundaries Crossed"
Snivy,"BW Black Star Promos"
Snivy,"McDonald's Collection 2011"
Snivy,"Legendary Treasures"
Snivy,"McDonald's Collection 2021"
Snom,"Sword & Shield"
Snom,"Shining Fates"
Snom,"Shiny Vault"
Snom,"Fusion Strike"
Snorlax,Jungle
Snorlax,"FireRed & LeafGreen"
Snorlax,"Base Set 2"
Snorlax,"Call of Legends"
Snorlax,"Kalos Starter Set"
Snorlax,"Diamond & Pearl"
Snorlax,Jungle
Snorlax,"Rising Rivals"
Snorlax,"SWSH Black Star Promos"
Snorlax,"Hidden Fates"
Snorlax,"Wizards Black Star Promos"
Snorlax,"Legendary Collection"
Snorlax,Generations
Snorlax,Flashfire
Snorlax,"SWSH Black Star Promos"
Snorlax,"Fates Collide"
Snorlax,"Rising Rivals"
Snorlax,"Boundaries Crossed"
Snorlax,"Plasma Storm"
Snorlax,BREAKthrough
Snorlax,"Vivid Voltage"
Snorlax,Skyridge
Snorlax,"Rebel Clash"
Snorlax,"Sword & Shield"
Snorlax,"Unbroken Bonds"
Snorlax,"XY Black Star Promos"
Snorlax,"SWSH Black Star Promos"
Snorlax,"Chilling Reign"
Snorlax,"Fusion Strike"
Snorlax,"Pokémon GO"
Snorlax,"Lost Origin"
Snorlax,"Lost Origin Trainer Gallery"
"Snorlax LV.X","Rising Rivals"
"Snorlax V","Sword & Shield"
"Snorlax V","Sword & Shield"
"Snorlax VMAX","Sword & Shield"
"Snorlax VMAX","Sword & Shield"
"Snorlax δ","Dragon Frontiers"
Snorlax-GX,"SM Black Star Promos"
Snorunt,"Plasma Blast"
Snorunt,"Guardians Rising"
Snorunt,"Unified Minds"
Snorunt,Dragon
Snorunt,"Cosmic Eclipse"
Snorunt,Emerald
Snorunt,"Power Keepers"
Snorunt,Arceus
Snorunt,"Hidden Legends"
Snorunt,Generations
Snorunt,"Mysterious Treasures"
Snorunt,"Chilling Reign"
Snorunt,"Brilliant Stars"
Snorunt,"Silver Tempest"
Snover,"Forbidden Light"
Snover,"Rebel Clash"
Snover,"Plasma Blast"
Snover,"Ultra Prism"
Snover,BREAKthrough
Snover,"Unified Minds"
Snover,Stormfront
Snover,"Mysterious Treasures"
Snover,"Chilling Reign"
Snover,"Lost Origin"
"Snow-cloud Castform","Delta Species"
"Snow-cloud Castform","Hidden Legends"
Snubbull,"Detective Pikachu"
Snubbull,"Kalos Starter Set"
Snubbull,"Neo Revelation"
Snubbull,"Call of Legends"
Snubbull,"Fates Collide"
Snubbull,"Unseen Forces"
Snubbull,"HeartGold & SoulSilver"
Snubbull,"Darkness Ablaze"
Snubbull,"Neo Genesis"
Snubbull,"Great Encounters"
Snubbull,"Sun & Moon"
Snubbull,BREAKthrough
Snubbull,Skyridge
Snubbull,"Lost Thunder"
Snubbull,"SM Black Star Promos"
Snubbull,"McDonald's Collection 2014"
Snubbull,"Fusion Strike"
Sobble,"SWSH Black Star Promos"
Sobble,"Sword & Shield"
Sobble,"Sword & Shield"
Sobble,"SWSH Black Star Promos"
Sobble,"Shiny Vault"
Sobble,"Chilling Reign"
Sobble,"McDonald's Collection 2021"
"Sobble on the Ball","Pokémon Futsal Collection"
Solgaleo,"Guardians Rising"
Solgaleo,"Celestial Storm"
Solgaleo,"Cosmic Eclipse"
Solgaleo,Celebrations
"Solgaleo & Lunala-GX","Cosmic Eclipse"
"Solgaleo & Lunala-GX","Cosmic Eclipse"
"Solgaleo & Lunala-GX","Cosmic Eclipse"
"Solgaleo ◇","Ultra Prism"
Solgaleo-GX,"SM Black Star Promos"
Solgaleo-GX,"Sun & Moon"
Solgaleo-GX,"SM Black Star Promos"
